"statename","year","BDRM1","BDRM2","Studio","MGR_all","state","homeless_total","homeless_individual","homeless_family","population","homeless_total_rate","homeless_individual_rate","homeless_family_rate"
"North Carolina",2019,853,878,732,931,"NC",9314,6867,2447,10488084,0.09,0.07,0.02
"North Carolina",2019,853,878,732,931,"NC",9314,6867,2447,10488084,0.09,0.07,0.02
"North Carolina",2019,853,878,732,931,"NC",9314,6867,2447,10488084,0.09,0.07,0.02
"North Dakota",2015,594,774,657,775,"ND",1305,864,441,754066,0.17,0.11,0.06
"North Dakota",2015,594,774,657,775,"ND",1305,864,441,754066,0.17,0.11,0.06
"North Dakota",2015,594,774,657,775,"ND",1305,864,441,754066,0.17,0.11,0.06
"North Dakota",2016,631,787,540,776,"ND",923,662,261,754434,0.12,0.09,0.03
"North Dakota",2016,631,787,540,776,"ND",923,662,261,754434,0.12,0.09,0.03
"North Dakota",2016,631,787,540,776,"ND",923,662,261,754434,0.12,0.09,0.03
"North Dakota",2017,637,790,618,785,"ND",1089,832,257,754942,0.14,0.11,0.03
"North Dakota",2017,637,790,618,785,"ND",1089,832,257,754942,0.14,0.11,0.03
"North Dakota",2017,637,790,618,785,"ND",1089,832,257,754942,0.14,0.11,0.03
"North Dakota",2018,723,786,661,808,"ND",542,467,75,758080,0.07,0.06,0.01
"North Dakota",2018,723,786,661,808,"ND",542,467,75,758080,0.07,0.06,0.01
"North Dakota",2018,723,786,661,808,"ND",542,467,75,758080,0.07,0.06,0.01
"North Dakota",2019,668,815,658,804,"ND",557,377,180,762062,0.07,0.05,0.02
"North Dakota",2019,668,815,658,804,"ND",557,377,180,762062,0.07,0.05,0.02
"North Dakota",2019,668,815,658,804,"ND",557,377,180,762062,0.07,0.05,0.02
"Ohio",2015,586,754,537,746,"OH",11182,7565,3617,11617527,0.1,0.07,0.03
"Ohio",2015,586,754,537,746,"OH",11182,7565,3617,11617527,0.1,0.07,0.03
"Ohio",2015,586,754,537,746,"OH",11182,7565,3617,11617527,0.1,0.07,0.03
"Ohio",2016,587,767,570,759,"OH",10404,6946,3458,11634370,0.09,0.06,0.03
"Ohio",2016,587,767,570,759,"OH",10404,6946,3458,11634370,0.09,0.06,0.03
"Ohio",2016,587,767,570,759,"OH",10404,6946,3458,11634370,0.09,0.06,0.03
"Ohio",2017,604,779,569,772,"OH",10095,6688,3407,11659650,0.09,0.06,0.03
"Ohio",2017,604,779,569,772,"OH",10095,6688,3407,11659650,0.09,0.06,0.03
"Ohio",2017,604,779,569,772,"OH",10095,6688,3407,11659650,0.09,0.06,0.03
"Ohio",2018,625,810,605,797,"OH",10249,6929,3320,11676341,0.09,0.06,0.03
"Ohio",2018,625,810,605,797,"OH",10249,6929,3320,11676341,0.09,0.06,0.03
"Ohio",2018,625,810,605,797,"OH",10249,6929,3320,11676341,0.09,0.06,0.03
"Ohio",2019,650,824,614,813,"OH",10345,7041,3304,11689100,0.09,0.06,0.03
"Ohio",2019,650,824,614,813,"OH",10345,7041,3304,11689100,0.09,0.06,0.03
"Ohio",2019,650,824,614,813,"OH",10345,7041,3304,11689100,0.09,0.06,0.03
"Oklahoma",2015,602,742,561,759,"OK",3777,2781,996,3909500,0.1,0.07,0.03
"Oklahoma",2015,602,742,561,759,"OK",3777,2781,996,3909500,0.1,0.07,0.03
"Oklahoma",2015,602,742,561,759,"OK",3777,2781,996,3909500,0.1,0.07,0.03
"Oklahoma",2016,606,734,544,744,"OK",4107,2997,1110,3926331,0.1,0.08,0.03
"Oklahoma",2016,606,734,544,744,"OK",4107,2997,1110,3926331,0.1,0.08,0.03
"Oklahoma",2016,606,734,544,744,"OK",4107,2997,1110,3926331,0.1,0.08,0.03
"Oklahoma",2017,628,770,607,780,"OK",4199,2824,1375,3931316,0.11,0.07,0.03
"Oklahoma",2017,628,770,607,780,"OK",4199,2824,1375,3931316,0.11,0.07,0.03
"Oklahoma",2017,628,770,607,780,"OK",4199,2824,1375,3931316,0.11,0.07,0.03
"Oklahoma",2018,637,798,611,808,"OK",3871,2823,1048,3940235,0.1,0.07,0.03
"Oklahoma",2018,637,798,611,808,"OK",3871,2823,1048,3940235,0.1,0.07,0.03
"Oklahoma",2018,637,798,611,808,"OK",3871,2823,1048,3940235,0.1,0.07,0.03
"Oklahoma",2019,641,793,607,814,"OK",3944,3063,881,3956971,0.1,0.08,0.02
"Oklahoma",2019,641,793,607,814,"OK",3944,3063,881,3956971,0.1,0.08,0.02
"Oklahoma",2019,641,793,607,814,"OK",3944,3063,881,3956971,0.1,0.08,0.02
"Oregon",2015,781,904,747,943,"OR",13226,9461,3765,4015792,0.33,0.24,0.09
"Oregon",2015,781,904,747,943,"OR",13226,9461,3765,4015792,0.33,0.24,0.09
"Oregon",2015,781,904,747,943,"OR",13226,9461,3765,4015792,0.33,0.24,0.09
"Oregon",2016,848,975,825,1015,"OR",13238,9379,3859,4089976,0.32,0.23,0.09
"Oregon",2016,848,975,825,1015,"OR",13238,9379,3859,4089976,0.32,0.23,0.09
"Oregon",2016,848,975,825,1015,"OR",13238,9379,3859,4089976,0.32,0.23,0.09
"Oregon",2017,890,1043,858,1079,"OR",13953,10434,3519,4143625,0.34,0.25,0.08
"Oregon",2017,890,1043,858,1079,"OR",13953,10434,3519,4143625,0.34,0.25,0.08
"Oregon",2017,890,1043,858,1079,"OR",13953,10434,3519,4143625,0.34,0.25,0.08
"Oregon",2018,931,1118,881,1130,"OR",14476,11139,3337,4181886,0.35,0.27,0.08
"Oregon",2018,931,1118,881,1130,"OR",14476,11139,3337,4181886,0.35,0.27,0.08
"Oregon",2018,931,1118,881,1130,"OR",14476,11139,3337,4181886,0.35,0.27,0.08
"Oregon",2019,998,1164,1017,1185,"OR",15876,12354,3522,4217737,0.38,0.29,0.08
"Oregon",2019,998,1164,1017,1185,"OR",15876,12354,3522,4217737,0.38,0.29,0.08
"Oregon",2019,998,1164,1017,1185,"OR",15876,12354,3522,4217737,0.38,0.29,0.08
"Pennsylvania",2015,720,893,666,868,"PA",15421,8605,6816,12784826,0.12,0.07,0.05
"Pennsylvania",2015,720,893,666,868,"PA",15421,8605,6816,12784826,0.12,0.07,0.05
"Pennsylvania",2015,720,893,666,868,"PA",15421,8605,6816,12784826,0.12,0.07,0.05
"Pennsylvania",2016,744,906,699,881,"PA",15339,8599,6740,12782275,0.12,0.07,0.05
"Pennsylvania",2016,744,906,699,881,"PA",15339,8599,6740,12782275,0.12,0.07,0.05
"Pennsylvania",2016,744,906,699,881,"PA",15339,8599,6740,12782275,0.12,0.07,0.05
"Pennsylvania",2017,757,915,755,893,"PA",14138,8271,5867,12787641,0.11,0.06,0.05
"Pennsylvania",2017,757,915,755,893,"PA",14138,8271,5867,12787641,0.11,0.06,0.05
"Pennsylvania",2017,757,915,755,893,"PA",14138,8271,5867,12787641,0.11,0.06,0.05
"Pennsylvania",2018,776,962,732,927,"PA",13512,8163,5349,12800922,0.11,0.06,0.04
"Pennsylvania",2018,776,962,732,927,"PA",13512,8163,5349,12800922,0.11,0.06,0.04
"Pennsylvania",2018,776,962,732,927,"PA",13512,8163,5349,12800922,0.11,0.06,0.04
"Pennsylvania",2019,805,971,762,951,"PA",13199,8426,4773,12801989,0.1,0.07,0.04
"Pennsylvania",2019,805,971,762,951,"PA",13199,8426,4773,12801989,0.1,0.07,0.04
"Pennsylvania",2019,805,971,762,951,"PA",13199,8426,4773,12801989,0.1,0.07,0.04
"Rhode Island",2015,710,968,642,938,"RI",1111,706,405,1056065,0.11,0.07,0.04
"Rhode Island",2015,710,968,642,938,"RI",1111,706,405,1056065,0.11,0.07,0.04
"Rhode Island",2015,710,968,642,938,"RI",1111,706,405,1056065,0.11,0.07,0.04
"Rhode Island",2016,761,988,677,948,"RI",1160,859,301,1056770,0.11,0.08,0.03
"Rhode Island",2016,761,988,677,948,"RI",1160,859,301,1056770,0.11,0.08,0.03
"Rhode Island",2016,761,988,677,948,"RI",1160,859,301,1056770,0.11,0.08,0.03
"Rhode Island",2017,715,1000,629,941,"RI",1180,802,378,1055673,0.11,0.08,0.04
"Rhode Island",2017,715,1000,629,941,"RI",1180,802,378,1055673,0.11,0.08,0.04
"Rhode Island",2017,715,1000,629,941,"RI",1180,802,378,1055673,0.11,0.08,0.04
"Rhode Island",2018,768,1065,725,998,"RI",1101,747,354,1058287,0.1,0.07,0.03
"Rhode Island",2018,768,1065,725,998,"RI",1101,747,354,1058287,0.1,0.07,0.03
"Rhode Island",2018,768,1065,725,998,"RI",1101,747,354,1058287,0.1,0.07,0.03
"Rhode Island",2019,845,1090,798,1043,"RI",1055,730,325,1059361,0.1,0.07,0.03
"Rhode Island",2019,845,1090,798,1043,"RI",1055,730,325,1059361,0.1,0.07,0.03
"Rhode Island",2019,845,1090,798,1043,"RI",1055,730,325,1059361,0.1,0.07,0.03
"South Carolina",2015,655,783,668,819,"SC",5354,3934,1420,4891938,0.11,0.08,0.03
"South Carolina",2015,655,783,668,819,"SC",5354,3934,1420,4891938,0.11,0.08,0.03
"South Carolina",2015,655,783,668,819,"SC",5354,3934,1420,4891938,0.11,0.08,0.03
"South Carolina",2016,689,799,731,841,"SC",5051,3758,1293,4957968,0.1,0.08,0.03
"South Carolina",2016,689,799,731,841,"SC",5051,3758,1293,4957968,0.1,0.08,0.03
"South Carolina",2016,689,799,731,841,"SC",5051,3758,1293,4957968,0.1,0.08,0.03
"South Carolina",2017,727,822,696,848,"SC",3916,2896,1020,5021268,0.08,0.06,0.02
"South Carolina",2017,727,822,696,848,"SC",3916,2896,1020,5021268,0.08,0.06,0.02
"South Carolina",2017,727,822,696,848,"SC",3916,2896,1020,5021268,0.08,0.06,0.02
"South Carolina",2018,778,839,737,892,"SC",3933,3082,851,5084156,0.08,0.06,0.02
"South Carolina",2018,778,839,737,892,"SC",3933,3082,851,5084156,0.08,0.06,0.02
"South Carolina",2018,778,839,737,892,"SC",3933,3082,851,5084156,0.08,0.06,0.02
"South Carolina",2019,827,879,667,922,"SC",4172,3318,854,5148714,0.08,0.06,0.02
"South Carolina",2019,827,879,667,922,"SC",4172,3318,854,5148714,0.08,0.06,0.02
"South Carolina",2019,827,879,667,922,"SC",4172,3318,854,5148714,0.08,0.06,0.02
"South Dakota",2015,532,692,423,675,"SD",1036,630,406,853988,0.12,0.07,0.05
"South Dakota",2015,532,692,423,675,"SD",1036,630,406,853988,0.12,0.07,0.05
"South Dakota",2015,532,692,423,675,"SD",1036,630,406,853988,0.12,0.07,0.05
"South Dakota",2016,512,758,559,706,"SD",1072,548,524,862996,0.12,0.06,0.06
"South Dakota",2016,512,758,559,706,"SD",1072,548,524,862996,0.12,0.06,0.06
"South Dakota",2016,512,758,559,706,"SD",1072,548,524,862996,0.12,0.06,0.06
"South Dakota",2017,556,752,575,722,"SD",943,611,332,872868,0.11,0.07,0.04
"South Dakota",2017,556,752,575,722,"SD",943,611,332,872868,0.11,0.07,0.04
"South Dakota",2017,556,752,575,722,"SD",943,611,332,872868,0.11,0.07,0.04
"South Dakota",2018,564,755,563,734,"SD",1159,836,323,878698,0.13,0.1,0.04
"South Dakota",2018,564,755,563,734,"SD",1159,836,323,878698,0.13,0.1,0.04
"South Dakota",2018,564,755,563,734,"SD",1159,836,323,878698,0.13,0.1,0.04
"South Dakota",2019,600,790,592,769,"SD",995,725,270,884659,0.11,0.08,0.03
"South Dakota",2019,600,790,592,769,"SD",995,725,270,884659,0.11,0.08,0.03
"South Dakota",2019,600,790,592,769,"SD",995,725,270,884659,0.11,0.08,0.03
"Tennessee",2015,632,755,577,785,"TN",9123,6516,2607,6591170,0.14,0.1,0.04
"Tennessee",2015,632,755,577,785,"TN",9123,6516,2607,6591170,0.14,0.1,0.04
"Tennessee",2015,632,755,577,785,"TN",9123,6516,2607,6591170,0.14,0.1,0.04
"Tennessee",2016,668,779,642,806,"TN",8779,6652,2127,6646010,0.13,0.1,0.03
"Tennessee",2016,668,779,642,806,"TN",8779,6652,2127,6646010,0.13,0.1,0.03
"Tennessee",2016,668,779,642,806,"TN",8779,6652,2127,6646010,0.13,0.1,0.03
"Tennessee",2017,683,787,669,833,"TN",8309,6137,2172,6708799,0.12,0.09,0.03
"Tennessee",2017,683,787,669,833,"TN",8309,6137,2172,6708799,0.12,0.09,0.03
"Tennessee",2017,683,787,669,833,"TN",8309,6137,2172,6708799,0.12,0.09,0.03
"Tennessee",2018,716,828,745,861,"TN",7883,6139,1744,6771631,0.12,0.09,0.03
"Tennessee",2018,716,828,745,861,"TN",7883,6139,1744,6771631,0.12,0.09,0.03
"Tennessee",2018,716,828,745,861,"TN",7883,6139,1744,6771631,0.12,0.09,0.03
"Tennessee",2019,780,866,746,904,"TN",7467,5637,1830,6829174,0.11,0.08,0.03
"Tennessee",2019,780,866,746,904,"TN",7467,5637,1830,6829174,0.11,0.08,0.03
"Tennessee",2019,780,866,746,904,"TN",7467,5637,1830,6829174,0.11,0.08,0.03
"Texas",2015,792,919,740,932,"TX",23678,16265,7413,27470056,0.09,0.06,0.03
"Texas",2015,792,919,740,932,"TX",23678,16265,7413,27470056,0.09,0.06,0.03
"Texas",2015,792,919,740,932,"TX",23678,16265,7413,27470056,0.09,0.06,0.03
"Texas",2016,832,939,779,956,"TX",23122,15959,7163,27914410,0.08,0.06,0.03
"Texas",2016,832,939,779,956,"TX",23122,15959,7163,27914410,0.08,0.06,0.03
"Texas",2016,832,939,779,956,"TX",23122,15959,7163,27914410,0.08,0.06,0.03
"Texas",2017,863,973,788,987,"TX",23548,16708,6840,28295273,0.08,0.06,0.02
"Texas",2017,863,973,788,987,"TX",23548,16708,6840,28295273,0.08,0.06,0.02
"Texas",2017,863,973,788,987,"TX",23548,16708,6840,28295273,0.08,0.06,0.02
"Texas",2018,914,1040,845,1046,"TX",25310,19199,6111,28628666,0.09,0.07,0.02
"Texas",2018,914,1040,845,1046,"TX",25310,19199,6111,28628666,0.09,0.07,0.02
"Texas",2018,914,1040,845,1046,"TX",25310,19199,6111,28628666,0.09,0.07,0.02
"Texas",2019,954,1083,900,1091,"TX",25848,19611,6237,28995881,0.09,0.07,0.02
"Texas",2019,954,1083,900,1091,"TX",25848,19611,6237,28995881,0.09,0.07,0.02
"Texas",2019,954,1083,900,1091,"TX",25848,19611,6237,28995881,0.09,0.07,0.02
"Utah",2015,750,857,580,925,"UT",3025,1809,1216,2981835,0.1,0.06,0.04
"Utah",2015,750,857,580,925,"UT",3025,1809,1216,2981835,0.1,0.06,0.04
"Utah",2015,750,857,580,925,"UT",3025,1809,1216,2981835,0.1,0.06,0.04
"Utah",2016,764,893,734,954,"UT",2807,1828,979,3041868,0.09,0.06,0.03
"Utah",2016,764,893,734,954,"UT",2807,1828,979,3041868,0.09,0.06,0.03
"Utah",2016,764,893,734,954,"UT",2807,1828,979,3041868,0.09,0.06,0.03
"Utah",2017,804,920,684,986,"UT",2852,1882,970,3101042,0.09,0.06,0.03
"Utah",2017,804,920,684,986,"UT",2852,1882,970,3101042,0.09,0.06,0.03
"Utah",2017,804,920,684,986,"UT",2852,1882,970,3101042,0.09,0.06,0.03
"Utah",2018,845,959,789,1043,"UT",2876,1904,972,3153550,0.09,0.06,0.03
"Utah",2018,845,959,789,1043,"UT",2876,1904,972,3153550,0.09,0.06,0.03
"Utah",2018,845,959,789,1043,"UT",2876,1904,972,3153550,0.09,0.06,0.03
"Utah",2019,922,1055,835,1098,"UT",2798,1921,877,3205958,0.09,0.06,0.03
"Utah",2019,922,1055,835,1098,"UT",2798,1921,877,3205958,0.09,0.06,0.03
"Utah",2019,922,1055,835,1098,"UT",2798,1921,877,3205958,0.09,0.06,0.03
"Vermont",2015,778,1041,640,923,"VT",1523,910,613,625216,0.24,0.15,0.1
"Vermont",2015,778,1041,640,923,"VT",1523,910,613,625216,0.24,0.15,0.1
"Vermont",2015,778,1041,640,923,"VT",1523,910,613,625216,0.24,0.15,0.1
"Vermont",2016,765,1023,745,925,"VT",1117,655,462,623657,0.18,0.11,0.07
"Vermont",2016,765,1023,745,925,"VT",1117,655,462,623657,0.18,0.11,0.07
"Vermont",2016,765,1023,745,925,"VT",1117,655,462,623657,0.18,0.11,0.07
"Vermont",2017,761,1078,683,950,"VT",1225,697,528,624344,0.2,0.11,0.08
"Vermont",2017,761,1078,683,950,"VT",1225,697,528,624344,0.2,0.11,0.08
"Vermont",2017,761,1078,683,950,"VT",1225,697,528,624344,0.2,0.11,0.08
"Vermont",2018,797,1131,706,969,"VT",1291,780,511,624358,0.21,0.12,0.08
"Vermont",2018,797,1131,706,969,"VT",1291,780,511,624358,0.21,0.12,0.08
"Vermont",2018,797,1131,706,969,"VT",1291,780,511,624358,0.21,0.12,0.08
"Vermont",2019,825,1127,794,980,"VT",1089,681,408,623989,0.17,0.11,0.07
"Vermont",2019,825,1127,794,980,"VT",1089,681,408,623989,0.17,0.11,0.07
"Vermont",2019,825,1127,794,980,"VT",1089,681,408,623989,0.17,0.11,0.07
"Virginia",2015,991,1064,1001,1144,"VA",7001,4190,2811,8361808,0.08,0.05,0.03
"Virginia",2015,991,1064,1001,1144,"VA",7001,4190,2811,8361808,0.08,0.05,0.03
"Virginia",2015,991,1064,1001,1144,"VA",7001,4190,2811,8361808,0.08,0.05,0.03
"Virginia",2016,1024,1064,1081,1159,"VA",6268,3959,2309,8410106,0.07,0.05,0.03
"Virginia",2016,1024,1064,1081,1159,"VA",6268,3959,2309,8410106,0.07,0.05,0.03
"Virginia",2016,1024,1064,1081,1159,"VA",6268,3959,2309,8410106,0.07,0.05,0.03
"Virginia",2017,1063,1074,1087,1179,"VA",6067,4028,2039,8463587,0.07,0.05,0.02
"Virginia",2017,1063,1074,1087,1179,"VA",6067,4028,2039,8463587,0.07,0.05,0.02
"Virginia",2017,1063,1074,1087,1179,"VA",6067,4028,2039,8463587,0.07,0.05,0.02
"Virginia",2018,1131,1126,1112,1215,"VA",5975,3928,2047,8501286,0.07,0.05,0.02
"Virginia",2018,1131,1126,1112,1215,"VA",5975,3928,2047,8501286,0.07,0.05,0.02
"Virginia",2018,1131,1126,1112,1215,"VA",5975,3928,2047,8501286,0.07,0.05,0.02
"Virginia",2019,1153,1172,1264,1254,"VA",5783,3666,2117,8535519,0.07,0.04,0.02
"Virginia",2019,1153,1172,1264,1254,"VA",5783,3666,2117,8535519,0.07,0.04,0.02
"Virginia",2019,1153,1172,1264,1254,"VA",5783,3666,2117,8535519,0.07,0.04,0.02
"Washington",2015,872,1031,872,1080,"WA",19419,12526,6893,7163657,0.27,0.17,0.1
"Washington",2015,872,1031,872,1080,"WA",19419,12526,6893,7163657,0.27,0.17,0.1
"Washington",2015,872,1031,872,1080,"WA",19419,12526,6893,7163657,0.27,0.17,0.1
"Washington",2016,953,1088,944,1135,"WA",20827,13900,6927,7294771,0.29,0.19,0.09
"Washington",2016,953,1088,944,1135,"WA",20827,13900,6927,7294771,0.29,0.19,0.09
"Washington",2016,953,1088,944,1135,"WA",20827,13900,6927,7294771,0.29,0.19,0.09
"Washington",2017,1030,1180,1066,1216,"WA",21112,14781,6331,7423362,0.28,0.2,0.09
"Washington",2017,1030,1180,1066,1216,"WA",21112,14781,6331,7423362,0.28,0.2,0.09
"Washington",2017,1030,1180,1066,1216,"WA",21112,14781,6331,7423362,0.28,0.2,0.09
"Washington",2018,1149,1259,1134,1316,"WA",22304,16424,5880,7523869,0.3,0.22,0.08
"Washington",2018,1149,1259,1134,1316,"WA",22304,16424,5880,7523869,0.3,0.22,0.08
"Washington",2018,1149,1259,1134,1316,"WA",22304,16424,5880,7523869,0.3,0.22,0.08
"Washington",2019,1190,1336,1171,1359,"WA",21577,15985,5592,7614893,0.28,0.21,0.07
"Washington",2019,1190,1336,1171,1359,"WA",21577,15985,5592,7614893,0.28,0.21,0.07
"Washington",2019,1190,1336,1171,1359,"WA",21577,15985,5592,7614893,0.28,0.21,0.07
"West Virginia",2015,495,670,754,675,"WV",1835,1414,421,1842050,0.1,0.08,0.02
"West Virginia",2015,495,670,754,675,"WV",1835,1414,421,1842050,0.1,0.08,0.02
"West Virginia",2015,495,670,754,675,"WV",1835,1414,421,1842050,0.1,0.08,0.02
"West Virginia",2016,515,672,595,682,"WV",1387,1039,348,1831023,0.08,0.06,0.02
"West Virginia",2016,515,672,595,682,"WV",1387,1039,348,1831023,0.08,0.06,0.02
"West Virginia",2016,515,672,595,682,"WV",1387,1039,348,1831023,0.08,0.06,0.02
"West Virginia",2017,515,691,434,690,"WV",1309,1032,277,1817004,0.07,0.06,0.02
"West Virginia",2017,515,691,434,690,"WV",1309,1032,277,1817004,0.07,0.06,0.02
"West Virginia",2017,515,691,434,690,"WV",1309,1032,277,1817004,0.07,0.06,0.02
"West Virginia",2018,557,723,667,735,"WV",1243,1021,222,1804291,0.07,0.06,0.01
"West Virginia",2018,557,723,667,735,"WV",1243,1021,222,1804291,0.07,0.06,0.01
"West Virginia",2018,557,723,667,735,"WV",1243,1021,222,1804291,0.07,0.06,0.01
"West Virginia",2019,540,739,539,727,"WV",1397,1149,248,1792147,0.08,0.06,0.01
"West Virginia",2019,540,739,539,727,"WV",1397,1149,248,1792147,0.08,0.06,0.01
"West Virginia",2019,540,739,539,727,"WV",1397,1149,248,1792147,0.08,0.06,0.01
"Wisconsin",2015,633,810,607,792,"WI",6057,2992,3065,5760940,0.11,0.05,0.05
"Wisconsin",2015,633,810,607,792,"WI",6057,2992,3065,5760940,0.11,0.05,0.05
"Wisconsin",2015,633,810,607,792,"WI",6057,2992,3065,5760940,0.11,0.05,0.05
"Wisconsin",2016,658,808,607,802,"WI",5685,2886,2799,5772628,0.1,0.05,0.05
"Wisconsin",2016,658,808,607,802,"WI",5685,2886,2799,5772628,0.1,0.05,0.05
"Wisconsin",2016,658,808,607,802,"WI",5685,2886,2799,5772628,0.1,0.05,0.05
"Wisconsin",2017,658,830,646,819,"WI",5027,2645,2382,5790186,0.09,0.05,0.04
"Wisconsin",2017,658,830,646,819,"WI",5027,2645,2382,5790186,0.09,0.05,0.04
"Wisconsin",2017,658,830,646,819,"WI",5027,2645,2382,5790186,0.09,0.05,0.04
"Wisconsin",2018,688,860,647,847,"WI",4907,2740,2167,5807406,0.08,0.05,0.04
"Wisconsin",2018,688,860,647,847,"WI",4907,2740,2167,5807406,0.08,0.05,0.04
"Wisconsin",2018,688,860,647,847,"WI",4907,2740,2167,5807406,0.08,0.05,0.04
"Wisconsin",2019,706,881,727,867,"WI",4538,2545,1993,5822434,0.08,0.04,0.03
"Wisconsin",2019,706,881,727,867,"WI",4538,2545,1993,5822434,0.08,0.04,0.03
"Wisconsin",2019,706,881,727,867,"WI",4538,2545,1993,5822434,0.08,0.04,0.03
"Wyoming",2015,604,747,607,815,"WY",798,500,298,585613,0.14,0.09,0.05
"Wyoming",2015,604,747,607,815,"WY",798,500,298,585613,0.14,0.09,0.05
"Wyoming",2015,604,747,607,815,"WY",798,500,298,585613,0.14,0.09,0.05
"Wyoming",2016,644,785,631,840,"WY",857,517,340,584215,0.15,0.09,0.06
"Wyoming",2016,644,785,631,840,"WY",857,517,340,584215,0.15,0.09,0.06
"Wyoming",2016,644,785,631,840,"WY",857,517,340,584215,0.15,0.09,0.06
"Wyoming",2017,634,785,598,832,"WY",873,622,251,578931,0.15,0.11,0.04
"Wyoming",2017,634,785,598,832,"WY",873,622,251,578931,0.15,0.11,0.04
"Wyoming",2017,634,785,598,832,"WY",873,622,251,578931,0.15,0.11,0.04
"Wyoming",2018,605,785,725,818,"WY",639,434,205,577601,0.11,0.08,0.04
"Wyoming",2018,605,785,725,818,"WY",639,434,205,577601,0.11,0.08,0.04
"Wyoming",2018,605,785,725,818,"WY",639,434,205,577601,0.11,0.08,0.04
"Wyoming",2019,611,800,411,822,"WY",548,437,111,578759,0.09,0.08,0.02
"Wyoming",2019,611,800,411,822,"WY",548,437,111,578759,0.09,0.08,0.02
"Wyoming",2019,611,800,411,822,"WY",548,437,111,578759,0.09,0.08,0.02
